TimeStamp,T_Return (C),T_Return_SP (C),T_Supply (C),T_Outdoor (C),T_Outdoor_SP (C),T_Indoor (C),T_Indoor_SP (C),Outdoor Unit Power (W),Indoor Unit Power (W),Evaporator Airflow Rate (CFM),Cooling Capacity (kW),T_SP_Thermostat (C),T_Indoor_Thermostat (C)
2024-03-12 14:50:00,24.1108,24.2319,22.8305,46.2459,46.1081,24.0381,24.2319,0.872818,110.653,859.821,0.0,24.444444444444446,24.388888888888893
2024-03-12 14:50:01,24.1204,24.2286,22.8285,46.2408,46.1048,24.0391,24.2319,0.872818,112.623,857.852,0.0,24.444444444444446,24.387962962962966
2024-03-12 14:50:02,24.1143,24.2319,22.8433,46.2064,46.1048,24.0376,24.2253,-0.768796,106.713,856.867,0.0,24.444444444444446,24.38703703703704
2024-03-12 14:50:03,24.131,24.2319,22.864,46.1875,46.1081,24.048,24.2286,-1.42544,108.683,853.419,0.0,24.444444444444446,24.386111111111113
2024-03-12 14:50:04,24.1295,24.2286,22.8612,46.1789,46.1114,24.0435,24.2253,-1.09712,104.743,848.494,0.0,24.444444444444446,24.38518518518519
2024-03-12 14:50:05,24.1132,24.2319,22.8634,46.1762,46.1081,24.0454,24.2253,-0.768796,109.668,852.763,0.0,24.444444444444446,24.384259259259263
2024-03-12 14:50:06,24.1304,24.2351,22.8818,46.1345,46.1048,24.05,24.2286,-0.768796,107.698,851.778,0.0,24.444444444444446,24.383333333333336
2024-03-12 14:50:07,24.1383,24.2286,22.8835,46.1377,46.1048,24.0562,24.2253,-0.768796,107.698,856.374,0.0,24.444444444444446,24.38240740740741
2024-03-12 14:50:08,24.1333,24.2286,22.8948,46.1163,46.1015,24.0585,24.2253,-3.06706,106.713,851.121,0.0,24.444444444444446,24.381481481481483
2024-03-12 14:50:09,24.139,24.2253,22.9033,46.1023,46.1081,24.0643,24.2253,-1.09712,108.683,850.957,0.0,24.444444444444446,24.38055555555556
2024-03-12 14:50:10,24.1559,24.2286,22.9232,46.109,46.1048,24.0665,24.2319,-1.75376,105.728,852.27,0.0,24.444444444444446,24.379629629629633
2024-03-12 14:50:11,24.1461,24.2319,22.9139,46.0984,46.1048,24.0576,24.2253,-0.768796,107.698,853.912,0.0,24.444444444444446,24.378703703703707
2024-03-12 14:50:12,24.1397,24.2319,22.9274,46.0857,46.1081,24.076,24.2286,-0.11215,120.503,852.763,0.0,24.444444444444446,24.37777777777778
2024-03-12 14:50:13,24.1659,24.2286,22.9429,46.0841,46.1048,24.0757,24.2286,-0.768796,106.713,856.046,0.0,24.444444444444446,24.376851851851857
2024-03-12 14:50:14,24.1453,24.2286,22.9431,46.0817,46.1081,24.0698,24.2286,-1.09712,108.683,856.702,0.0,24.444444444444446,24.37592592592593
2024-03-12 14:50:15,24.1595,24.2286,22.9642,46.0822,46.1048,24.0757,24.2253,-1.09712,109.668,855.882,0.0,24.444444444444446,24.375000000000004
2024-03-12 14:50:16,24.1542,24.2351,22.9668,46.0853,46.1114,24.0802,24.222,-1.09712,107.698,848.33,0.0,24.444444444444446,24.374074074074077
2024-03-12 14:50:17,24.1657,24.2351,22.9776,46.0856,46.1081,24.0845,24.2286,-1.42544,108.683,853.091,0.0,24.444444444444446,24.37314814814815
2024-03-12 14:50:18,24.1654,24.2351,22.9894,46.0779,46.1081,24.0938,24.2253,-0.440473,106.713,854.732,0.0,24.444444444444446,24.372222222222227
2024-03-12 14:50:19,24.17,24.2319,23.0062,46.0921,46.1146,24.0894,24.2286,-2.73873,104.743,855.389,0.0,24.444444444444446,24.3712962962963
2024-03-12 14:50:20,24.1776,24.2351,23.0155,46.0883,46.1015,24.0923,24.2253,-1.09712,105.728,853.912,0.0,24.444444444444446,24.370370370370374
2024-03-12 14:50:21,24.1814,24.2319,23.0087,46.0776,46.1081,24.0935,24.2286,-0.440473,108.683,854.076,0.0,24.444444444444446,24.369444444444447
2024-03-12 14:50:22,24.1816,24.2286,23.0396,46.1003,46.1048,24.0968,24.2351,-0.11215,104.743,853.419,0.0,24.444444444444446,24.36851851851852
2024-03-12 14:50:23,24.1853,24.2286,23.0367,46.0938,46.1048,24.1062,24.2253,-0.440473,105.728,852.598,0.0,24.444444444444446,24.367592592592597
2024-03-12 14:50:24,24.1685,24.2319,23.053,46.1063,46.1015,24.1017,24.2253,-0.768796,104.743,854.076,0.0,24.444444444444446,24.36666666666667
2024-03-12 14:50:25,24.172,24.2319,23.0523,46.0977,46.1048,24.1088,24.2253,0.216172,106.713,855.389,0.0,24.444444444444446,24.365740740740744
2024-03-12 14:50:26,24.171,24.2286,23.0632,46.1109,46.1048,24.0996,24.2187,-0.11215,104.743,855.553,0.0,24.444444444444446,24.364814814814817
2024-03-12 14:50:27,24.1715,24.2319,23.0791,46.1093,46.1015,24.1078,24.2286,0.216172,107.698,849.315,0.0,24.444444444444446,24.36388888888889
2024-03-12 14:50:28,24.1668,24.2253,23.0723,46.1203,46.1114,24.1127,24.2253,-0.768796,102.773,856.374,0.0,24.444444444444446,24.362962962962968
2024-03-12 14:50:29,24.1761,24.2319,23.0886,46.1423,46.1081,24.117,24.2319,-0.11215,106.713,857.359,0.0,24.444444444444446,24.36203703703704
2024-03-12 14:50:30,24.1595,24.2286,23.0993,46.1359,46.1048,24.1199,24.2286,-0.11215,101.788,857.359,0.0,24.444444444444446,24.361111111111114
2024-03-12 14:50:31,24.1457,24.2319,23.0937,46.1475,46.1048,24.1049,24.2253,0.216172,105.728,854.732,0.0,24.444444444444446,24.360185185185188
2024-03-12 14:50:32,24.1529,24.2253,23.1117,46.1543,46.1048,24.1106,24.2154,0.544495,105.728,849.808,0.0,24.444444444444446,24.359259259259264
2024-03-12 14:50:33,24.1663,24.2286,23.1187,46.1521,46.1015,24.1223,24.222,0.872818,104.743,855.882,0.0,24.444444444444446,24.358333333333338
2024-03-12 14:50:34,24.1607,24.2286,23.1289,46.1639,46.1048,24.1224,24.2253,0.216172,106.713,856.046,0.0,24.444444444444446,24.35740740740741
2024-03-12 14:50:35,24.16,24.2319,23.138,46.1721,46.1081,24.1256,24.222,0.216172,106.713,856.046,0.0,24.444444444444446,24.356481481481485
2024-03-12 14:50:36,24.1593,24.3008,23.1502,46.1664,46.1081,24.1312,24.2975,0.544495,102.773,853.912,0.0,24.444444444444446,24.355555555555558
2024-03-12 14:50:37,24.1572,24.2975,23.1601,46.1892,46.1015,24.1317,24.2975,1.20114,102.773,855.389,0.0,24.444444444444446,24.354629629629635
2024-03-12 14:50:38,24.1523,24.3008,23.1637,46.1973,46.1081,24.1337,24.3008,0.544495,103.758,855.225,0.0,24.444444444444446,24.353703703703708
