TimeStamp,T_Return (C),T_Return_SP (C),T_Supply (C),T_Outdoor (C),T_Outdoor_SP (C),T_Indoor (C),T_Indoor_SP (C),Outdoor Unit Power (W),Indoor Unit Power (W),Evaporator Airflow Rate (CFM),Cooling Capacity (kW),T_SP_Thermostat (C),T_Indoor_Thermostat (C)
2024-03-11 11:13:59,22.8468,22.2774,23.5009,40.5309,40.5076,22.0341,22.2807,-0.11215,487.896,1712.97,0.0,20.0,24.55925925925926
2024-03-11 11:14:00,22.849,22.284,23.5174,40.506,40.5043,22.0154,22.284,0.216172,485.926,1713.63,0.0,20.0,24.555555555555557
2024-03-11 11:14:01,22.8535,22.284,23.52,40.5132,40.5109,21.9924,22.284,0.544495,488.881,1714.45,0.0,20.0,24.550740740740743
2024-03-11 11:14:02,22.8377,22.2873,23.503,40.5121,40.5043,21.9794,22.284,-0.768796,490.851,1714.45,0.0,20.0,24.54592592592593
2024-03-11 11:14:03,22.8428,22.2873,23.4976,40.506,40.5043,21.9573,22.284,1.20114,494.791,1721.83,0.0,20.0,24.541111111111114
2024-03-11 11:14:04,22.8516,22.2873,23.5117,40.513,40.5076,21.9438,22.2774,-1.09712,490.851,1713.46,0.0,20.0,24.5362962962963
2024-03-11 11:14:05,22.8463,22.2807,23.5114,40.512,40.5011,21.9376,22.2873,0.216172,503.655,1712.48,0.0,20.0,24.53148148148148
2024-03-11 11:14:06,22.843,22.284,23.5127,40.4946,40.5109,21.9196,22.2774,-0.768796,493.806,1711.98,0.0,20.0,24.526666666666667
2024-03-11 11:14:07,22.8396,22.2807,23.5054,40.5052,40.5109,21.9187,22.2873,-0.11215,494.791,1711.16,0.0,20.0,24.521851851851853
2024-03-11 11:14:08,22.8403,22.2873,23.5047,40.496,40.5043,21.9041,22.2873,-1.75376,488.881,1710.34,0.0,20.0,24.51703703703704
2024-03-11 11:14:09,22.8484,22.284,23.5074,40.4898,40.5011,21.9149,22.284,0.872818,493.806,1710.34,0.0,20.0,24.512222222222224
