TimeStamp,T_Return (C),T_Return_SP (C),T_Supply (C),T_Outdoor (C),T_Outdoor_SP (C),T_Indoor (C),T_Indoor_SP (C),Outdoor Unit Power (W),Indoor Unit Power (W),Evaporator Airflow Rate (CFM),Cooling Capacity (kW),T_SP_Thermostat (C),T_Indoor_Thermostat (C)
2024-03-10 16:54:20,26.28,26.2947,26.9583,40.5331,40.5011,25.9924,26.2848,0.544495,492.821,1718.71,0.0,24.444444444444446,25.718518518518522
2024-03-10 16:54:21,26.2872,26.2914,26.9621,40.5375,40.5011,25.9895,26.2881,-0.768796,519.415,1719.21,0.0,24.444444444444446,25.71888888888889
2024-03-10 16:54:22,26.294,26.2914,26.963,40.5296,40.5109,25.9896,26.2881,-0.440473,493.806,1719.53,0.0,24.444444444444446,25.71925925925926
2024-03-10 16:54:23,26.2883,26.2947,26.9653,40.5334,40.5043,26.0008,26.2848,-0.768796,489.866,1712.8,0.0,24.444444444444446,25.719629629629633
2024-03-10 16:54:24,26.2938,26.2914,26.9757,40.5337,40.5076,25.9943,26.2848,-1.42544,494.791,1719.21,0.0,24.444444444444446,25.720000000000002
2024-03-10 16:54:25,26.2724,26.2914,26.9701,40.5412,40.5043,26.0044,26.2881,-1.09712,497.746,1719.37,0.0,24.444444444444446,25.72037037037037
2024-03-10 16:54:26,26.2743,26.3374,26.9561,40.5362,40.5109,26.0037,26.3308,-1.09712,491.836,1719.37,0.0,24.444444444444446,25.720740740740744
2024-03-10 16:54:27,26.2836,26.3341,26.9585,40.5397,40.5011,25.9969,26.3308,-1.42544,498.731,1725.61,0.0,24.444444444444446,25.721111111111114
2024-03-10 16:54:28,26.2831,26.3341,26.98,40.53,40.5076,26.0159,26.3275,-2.08209,499.716,1720.03,0.0,24.444444444444446,25.721481481481483
2024-03-10 16:54:29,26.2705,26.3439,26.9734,40.5404,40.5076,25.9967,26.3308,-1.42544,494.791,1728.56,0.0,24.444444444444446,25.721851851851856
2024-03-10 16:54:30,26.2934,26.3406,26.971,40.5481,40.5076,26.0012,26.3308,-0.440473,491.836,1722.16,0.0,24.444444444444446,25.722222222222225
2024-03-10 16:54:31,26.287,26.3439,26.9608,40.5481,40.5076,26.0173,26.3308,-1.09712,498.731,1723.15,0.0,24.444444444444446,25.722592592592594
2024-03-10 16:54:32,26.2917,26.3406,26.9718,40.5394,40.5076,26.0131,26.3308,-1.42544,499.716,1722.16,0.0,24.444444444444446,25.722962962962967
2024-03-10 16:54:33,26.2871,26.3439,26.9611,40.5551,40.5109,26.0123,26.3242,-0.440473,494.791,1722.82,0.0,24.444444444444446,25.723333333333336
2024-03-10 16:54:34,26.2886,26.3406,26.9692,40.5544,40.5043,26.0014,26.3341,-0.11215,492.821,1722.33,0.0,24.444444444444446,25.723703703703706
2024-03-10 16:54:35,26.2806,26.3472,26.9717,40.5365,40.5109,26.0102,26.3275,-1.09712,496.761,1722.16,0.0,24.444444444444446,25.72407407407408
2024-03-10 16:54:36,26.2872,26.3505,26.9788,40.5366,40.5076,26.0131,26.3341,-1.09712,498.731,1721.5,0.0,24.444444444444446,25.724444444444448
2024-03-10 16:54:37,26.3026,26.3406,26.9905,40.549,40.5109,26.0112,26.3144,-1.42544,493.806,1720.52,0.0,24.444444444444446,25.724814814814817
2024-03-10 16:54:38,26.2945,26.3439,26.9776,40.5452,40.5076,26.0188,26.3308,-0.440473,492.821,1719.53,0.0,24.444444444444446,25.72518518518519
2024-03-10 16:54:39,26.2965,26.3406,26.9744,40.5356,40.5043,26.0107,26.3341,-0.440473,494.791,1719.21,0.0,24.444444444444446,25.72555555555556
2024-03-10 16:54:40,26.2914,26.3341,26.9708,40.5323,40.5043,26.0063,26.3308,-1.09712,491.836,1717.56,0.0,24.444444444444446,25.725925925925928
2024-03-10 16:54:41,26.3066,26.3406,26.9715,40.5467,40.5011,26.0225,26.3308,-0.440473,495.776,1716.42,0.0,24.444444444444446,25.7262962962963
2024-03-10 16:54:42,26.3032,26.3374,26.9749,40.5556,40.5076,26.0282,26.3308,-1.09712,496.761,1716.42,0.0,24.444444444444446,25.72666666666667
2024-03-10 16:54:43,26.2852,26.3439,26.9713,40.5334,40.5011,26.0167,26.3275,-0.768796,488.881,1716.09,0.0,24.444444444444446,25.72703703703704
2024-03-10 16:54:44,26.2986,26.3439,26.9817,40.5267,40.5076,26.0175,26.3308,-0.11215,485.926,1717.24,0.0,24.444444444444446,25.72740740740741
2024-03-10 16:54:45,26.3114,26.3406,26.9787,40.5333,40.5043,26.0225,26.3341,-0.11215,498.731,1717.56,0.0,24.444444444444446,25.72777777777778
2024-03-10 16:54:46,26.2956,26.3406,26.9666,40.5315,40.5011,26.0119,26.3374,-0.11215,493.806,1718.22,0.0,24.444444444444446,25.72814814814815
2024-03-10 16:54:47,26.289,26.3341,26.9717,40.5373,40.5109,26.0141,26.3308,-2.41041,489.866,1718.88,0.0,24.444444444444446,25.72851851851852
2024-03-10 16:54:48,26.3102,26.3439,26.9782,40.5281,40.4978,26.0215,26.3275,0.216172,490.851,1719.21,0.0,24.444444444444446,25.728888888888893
2024-03-10 16:54:49,26.299,26.3439,26.9807,40.5316,40.5043,26.0311,26.3308,-0.11215,485.926,1720.19,0.0,24.444444444444446,25.729259259259262
2024-03-10 16:54:50,26.3054,26.3406,26.9809,40.5352,40.5076,26.0333,26.3341,0.216172,493.806,1716.25,0.0,24.444444444444446,25.72962962962963
2024-03-10 16:54:51,26.2983,26.3439,26.9914,40.5458,40.4978,26.0186,26.3308,0.216172,489.866,1711.98,0.0,24.444444444444446,25.730000000000004
2024-03-10 16:54:52,26.2979,26.3406,26.9871,40.521,40.5043,26.0358,26.3341,-0.11215,491.836,1719.21,0.0,24.444444444444446,25.730370370370373
2024-03-10 16:54:53,26.3108,26.3406,26.9897,40.5213,40.5043,26.0316,26.3341,0.544495,491.836,1719.04,0.0,24.444444444444446,25.730740740740742
2024-03-10 16:54:54,26.3111,26.3439,26.9839,40.5218,40.5076,26.0281,26.3275,-0.440473,496.761,1718.22,0.0,24.444444444444446,25.731111111111115
2024-03-10 16:54:55,26.2966,26.3439,26.9726,40.5223,40.5076,26.0301,26.3374,0.216172,493.806,1717.89,0.0,24.444444444444446,25.731481481481485
2024-03-10 16:54:56,26.3025,26.3374,26.9951,40.5226,40.5076,26.0243,26.3308,0.216172,507.595,1717.73,0.0,24.444444444444446,25.731851851851854
2024-03-10 16:54:57,26.2924,26.3406,26.9857,40.5281,40.5142,26.0102,26.3275,0.544495,490.851,1733.65,0.0,24.444444444444446,25.732222222222227
2024-03-10 16:54:58,26.2954,26.3374,26.9805,40.5168,40.5043,26.024,26.3308,0.872818,488.881,1718.06,0.0,24.444444444444446,25.732592592592596
2024-03-10 16:54:59,26.3031,26.3406,26.9811,40.5126,40.5011,26.0346,26.3308,-0.11215,499.716,1719.04,0.0,24.444444444444446,25.732962962962965
2024-03-10 16:55:00,26.2963,26.3439,26.9892,40.5243,40.5043,26.0283,26.3308,-0.11215,490.851,1713.79,0.0,24.444444444444446,25.733333333333338
2024-03-10 16:55:01,26.3002,26.3866,26.9835,40.5231,40.5109,26.0293,26.3768,-0.440473,487.896,1722.16,0.0,24.444444444444446,25.733703703703707
2024-03-10 16:55:02,26.2978,26.3866,26.9852,40.5323,40.5109,26.0342,26.3768,-0.440473,496.761,1722.33,0.0,24.444444444444446,25.734074074074076
2024-03-10 16:55:03,26.2854,26.3866,26.971,40.5216,40.5043,26.0365,26.3735,-0.768796,489.866,1723.64,0.0,24.444444444444446,25.73444444444445
2024-03-10 16:55:04,26.2823,26.3801,26.9809,40.5157,40.5043,26.0286,26.3801,-0.440473,488.881,1724.3,0.0,24.444444444444446,25.73481481481482
2024-03-10 16:55:05,26.2949,26.3899,26.9832,40.518,40.5043,26.0389,26.3768,-0.11215,496.761,1723.47,0.0,24.444444444444446,25.735185185185188
2024-03-10 16:55:06,26.2919,26.3768,26.9886,40.5085,40.5043,26.0334,26.3735,-0.768796,490.851,1724.13,0.0,24.444444444444446,25.73555555555556
2024-03-10 16:55:07,26.2829,26.3801,26.9926,40.5013,40.5175,26.0353,26.3768,-0.768796,488.881,1724.3,0.0,24.444444444444446,25.73592592592593
2024-03-10 16:55:08,26.2936,26.3899,26.9947,40.513,40.5043,26.0373,26.3768,-0.768796,492.821,1724.79,0.0,24.444444444444446,25.7362962962963
2024-03-10 16:55:09,26.3003,26.3833,26.9922,40.5219,40.5043,26.0305,26.3768,-0.768796,495.776,1725.44,0.0,24.444444444444446,25.736666666666668
2024-03-10 16:55:10,26.2929,26.3833,26.9914,40.5126,40.5011,26.0414,26.3801,-0.768796,493.806,1724.62,0.0,24.444444444444446,25.73703703703704
2024-03-10 16:55:11,26.2932,26.3866,26.982,40.524,40.5043,26.0442,26.3768,-1.09712,487.896,1724.62,0.0,24.444444444444446,25.73740740740741
2024-03-10 16:55:12,26.3047,26.3866,26.9873,40.5122,40.5076,26.0383,26.3801,-0.768796,492.821,1724.62,0.0,24.444444444444446,25.73777777777778
2024-03-10 16:55:13,26.3115,26.3833,26.9898,40.5009,40.5043,26.0526,26.3768,-1.75376,496.761,1730.04,0.0,24.444444444444446,25.738148148148152
2024-03-10 16:55:14,26.3144,26.3866,26.9954,40.5141,40.5109,26.0534,26.3768,-1.42544,494.791,1723.64,0.0,24.444444444444446,25.73851851851852
2024-03-10 16:55:15,26.3204,26.3866,26.9789,40.5139,40.5142,26.0532,26.3768,-0.768796,497.746,1727.09,0.0,24.444444444444446,25.73888888888889
2024-03-10 16:55:16,26.3134,26.3801,26.991,40.5116,40.5011,26.0538,26.3768,-0.768796,498.731,1721.67,0.0,24.444444444444446,25.739259259259264
2024-03-10 16:55:17,26.3298,26.3833,26.9842,40.5166,40.5043,26.0609,26.3833,-1.09712,494.791,1720.19,0.0,24.444444444444446,25.739629629629633
2024-03-10 16:55:18,26.328,26.3866,26.9907,40.5154,40.5011,26.0695,26.3768,-0.440473,497.746,1719.86,0.0,24.444444444444446,25.740000000000002
2024-03-10 16:55:19,26.3479,26.3833,26.9911,40.5152,40.5076,26.0646,26.3702,-1.42544,495.776,1718.55,0.0,24.444444444444446,25.740370370370375
2024-03-10 16:55:20,26.3731,26.3833,27.0064,40.5109,40.5011,26.0747,26.3735,-0.768796,491.836,1718.22,0.0,24.444444444444446,25.740740740740744
2024-03-10 16:55:21,26.3636,26.3866,27.0109,40.5128,40.5076,26.0613,26.3735,-1.09712,496.761,1723.47,0.0,24.444444444444446,25.741111111111113
2024-03-10 16:55:22,26.3567,26.3866,27.0119,40.5189,40.5076,26.069,26.3801,0.216172,488.881,1716.25,0.0,24.444444444444446,25.741481481481486
2024-03-10 16:55:23,26.3649,26.3866,27.0034,40.5262,40.5109,26.0648,26.3801,-0.440473,497.746,1715.1,0.0,24.444444444444446,25.741851851851855
2024-03-10 16:55:24,26.3855,26.3866,27.0113,40.5181,40.5109,26.0611,26.3735,-0.768796,483.956,1715.76,0.0,24.444444444444446,25.742222222222225
2024-03-10 16:55:25,26.3618,26.3899,27.0107,40.5119,40.5043,26.0698,26.3669,-0.11215,497.746,1716.74,0.0,24.444444444444446,25.742592592592597
2024-03-10 16:55:26,26.3613,26.3833,27.0033,40.5119,40.5109,26.0727,26.3669,-0.440473,483.956,1716.74,0.0,24.444444444444446,25.742962962962967
2024-03-10 16:55:27,26.3822,26.3866,27.0135,40.5228,40.5043,26.0643,26.3735,0.216172,497.746,1720.03,0.0,24.444444444444446,25.743333333333336
2024-03-10 16:55:28,26.364,26.3833,27.007,40.5172,40.5043,26.067,26.3735,0.544495,487.896,1716.58,0.0,24.444444444444446,25.74370370370371
2024-03-10 16:55:29,26.3619,26.3768,27.0316,40.5196,40.5076,26.064,26.3702,-0.11215,498.731,1718.71,0.0,24.444444444444446,25.744074074074078
2024-03-10 16:55:30,26.3623,26.3866,27.008,40.5224,40.5043,26.0805,26.3768,0.544495,489.866,1716.25,0.0,24.444444444444446,25.744444444444447
2024-03-10 16:55:31,26.3641,26.3899,27.0237,40.5088,40.5076,26.0861,26.3735,0.544495,491.836,1717.73,0.0,24.444444444444446,25.74481481481482
2024-03-10 16:55:32,26.3546,26.3801,27.0279,40.5202,40.5076,26.0832,26.3768,0.544495,492.821,1716.42,0.0,24.444444444444446,25.74518518518519
2024-03-10 16:55:33,26.3589,26.3833,27.031,40.5182,40.5109,26.083,26.3768,0.544495,492.821,1716.91,0.0,24.444444444444446,25.74555555555556
2024-03-10 16:55:34,26.3452,26.3866,27.0269,40.5096,40.5043,26.0802,26.3768,0.544495,488.881,1717.89,0.0,24.444444444444446,25.745925925925928
2024-03-10 16:55:35,26.3615,26.3833,27.0222,40.5175,40.5043,26.0851,26.3768,-7.66358,499.716,1717.56,0.0,24.444444444444446,25.7462962962963
2024-03-10 16:55:36,26.3447,26.4293,27.0207,40.5168,40.5076,26.0787,26.4228,0.872818,492.821,1718.39,0.0,24.444444444444446,25.74666666666667
2024-03-10 16:55:37,26.341,26.426,27.0124,40.516,40.5175,26.0894,26.4228,0.544495,488.881,1747.61,0.0,24.444444444444446,25.74703703703704
2024-03-10 16:55:38,26.3481,26.4293,27.0264,40.5113,40.5076,26.0908,26.4228,0.872818,491.836,1718.55,0.0,24.444444444444446,25.74740740740741
2024-03-10 16:55:39,26.3485,26.4293,27.0288,40.5213,40.5043,26.102,26.426,-0.11215,488.881,1717.73,0.0,24.444444444444446,25.74777777777778
2024-03-10 16:55:40,26.3438,26.4162,27.0254,40.5118,40.5011,26.0993,26.4195,-0.11215,495.776,1717.4,0.0,24.444444444444446,25.74814814814815
2024-03-10 16:55:41,26.3462,26.4195,27.0228,40.5097,40.5076,26.1004,26.426,0.216172,491.836,1720.52,0.0,24.444444444444446,25.748518518518523
2024-03-10 16:55:42,26.3379,26.4326,27.0195,40.5019,40.5076,26.0885,26.4228,-0.11215,490.851,1718.22,0.0,24.444444444444446,25.748888888888892
2024-03-10 16:55:43,26.3383,26.426,27.0261,40.5116,40.5043,26.0944,26.4195,-0.440473,499.716,1717.4,0.0,24.444444444444446,25.74925925925926
2024-03-10 16:55:44,26.3475,26.4293,27.0273,40.5077,40.5043,26.0913,26.426,-0.11215,489.866,1716.42,0.0,24.444444444444446,25.749629629629634
2024-03-10 16:55:45,26.353,26.426,27.0285,40.4962,40.5109,26.111,26.4195,-0.768796,488.881,1718.22,0.0,24.444444444444446,25.750000000000004
2024-03-10 16:55:46,26.3376,26.4228,27.03,40.5119,40.5011,26.1029,26.4162,-0.768796,491.836,1719.04,0.0,24.444444444444446,25.750370370370373
2024-03-10 16:55:47,26.341,26.4293,27.0192,40.5158,40.5109,26.1064,26.4228,-1.09712,490.851,1718.39,0.0,24.444444444444446,25.750740740740746
2024-03-10 16:55:48,26.3361,26.426,27.0271,40.5036,40.5043,26.1117,26.426,-1.09712,498.731,1718.06,0.0,24.444444444444446,25.751111111111115
2024-03-10 16:55:49,26.3516,26.4195,27.0341,40.4958,40.5076,26.107,26.4195,-1.09712,491.836,1717.56,0.0,24.444444444444446,25.751481481481484
2024-03-10 16:55:50,26.3619,26.4293,27.0319,40.492,40.5076,26.1053,26.4195,-0.768796,490.851,1717.07,0.0,24.444444444444446,25.751851851851857
2024-03-10 16:55:51,26.3428,26.4228,27.0376,40.502,40.5109,26.1055,26.4195,-1.75376,495.776,1717.07,0.0,24.444444444444446,25.752222222222226
2024-03-10 16:55:52,26.3528,26.4228,27.0249,40.5037,40.5076,26.1098,26.4195,-1.09712,491.836,1717.4,0.0,24.444444444444446,25.752592592592595
2024-03-10 16:55:53,26.3667,26.426,27.0395,40.5129,40.5076,26.1053,26.4228,-1.42544,494.791,1718.22,0.0,24.444444444444446,25.752962962962968
2024-03-10 16:55:54,26.3673,26.426,27.0339,40.5101,40.5142,26.1123,26.4162,-0.768796,494.791,1716.58,0.0,24.444444444444446,25.753333333333337
2024-03-10 16:55:55,26.3688,26.4293,27.0352,40.5136,40.5043,26.1144,26.4195,-1.42544,493.806,1716.91,0.0,24.444444444444446,25.753703703703707
2024-03-10 16:55:56,26.3691,26.4326,27.0272,40.5065,40.5043,26.1181,26.4326,-2.08209,493.806,1717.56,0.0,24.444444444444446,25.75407407407408
2024-03-10 16:55:57,26.3592,26.426,27.0367,40.5017,40.5043,26.1248,26.426,-1.42544,492.821,1718.88,0.0,24.444444444444446,25.75444444444445
