TimeStamp,T_Return (C),T_Return_SP (C),T_Supply (C),T_Outdoor (C),T_Outdoor_SP (C),T_Indoor (C),T_Indoor_SP (C),Outdoor Unit Power (W),Indoor Unit Power (W),Evaporator Airflow Rate (CFM),Cooling Capacity (kW),T_SP_Thermostat (C),T_Indoor_Thermostat (C)
2024-03-12 00:20:00,26.6277,26.6198,27.1542,46.0736,46.1048,26.3344,26.6166,0.872818,489.866,1723.64,0.0,24.444444444444446,23.866666666666667
2024-03-12 00:20:01,26.6145,26.6231,27.1586,46.0713,46.1015,26.3206,26.6231,0.544495,486.911,1722.82,0.0,24.444444444444446,23.870925925925924
2024-03-12 00:20:02,26.6175,26.6231,27.1647,46.0707,46.1015,26.3246,26.6166,0.216172,492.821,1723.64,0.0,24.444444444444446,23.875185185185185
2024-03-12 00:20:03,26.6285,26.6231,27.1669,46.0705,46.1015,26.3384,26.6198,0.216172,487.896,1724.13,0.0,24.444444444444446,23.879444444444445
2024-03-12 00:20:04,26.6414,26.6264,27.1622,46.0712,46.1048,26.3251,26.6166,0.872818,491.836,1724.46,0.0,24.444444444444446,23.883703703703702
2024-03-12 00:20:05,26.6316,26.6231,27.1626,46.0719,46.1081,26.333,26.61,-0.440473,497.746,1725.44,0.0,24.444444444444446,23.887962962962963
2024-03-12 00:20:06,26.6345,26.6231,27.1651,46.0602,46.1081,26.3328,26.6133,-1.42544,499.716,1726.92,0.0,24.444444444444446,23.892222222222223
2024-03-12 00:20:07,26.6402,26.6297,27.1706,46.063,46.1048,26.3293,26.6166,0.216172,488.881,1729.06,0.0,24.444444444444446,23.89648148148148
2024-03-12 00:20:08,26.6379,26.6198,27.1765,46.0681,46.1048,26.3263,26.6166,-0.11215,490.851,1727.41,0.0,24.444444444444446,23.90074074074074
2024-03-12 00:20:09,26.6439,26.6264,27.167,46.0672,46.1048,26.3255,26.6133,-0.440473,489.866,1728.24,0.0,24.444444444444446,23.905
2024-03-12 00:20:10,26.6359,26.6264,27.1799,46.0605,46.1048,26.3228,26.6133,-0.11215,487.896,1741.53,0.0,24.444444444444446,23.909259259259258
2024-03-12 00:20:11,26.6401,26.6231,27.1962,46.0609,46.1015,26.3199,26.6133,-0.11215,489.866,1728.56,0.0,24.444444444444446,23.91351851851852
2024-03-12 00:20:12,26.6198,26.6198,27.1793,46.0628,46.1212,26.3312,26.6231,-0.440473,498.731,1729.06,0.0,24.444444444444446,23.91777777777778
2024-03-12 00:20:13,26.6248,26.6264,27.1775,46.0631,46.1081,26.3339,26.6166,-0.440473,494.791,1730.37,0.0,24.444444444444446,23.922037037037036
2024-03-12 00:20:14,26.6261,26.6297,27.1849,46.0549,46.1081,26.3352,26.6166,-0.768796,493.806,1732.01,0.0,24.444444444444446,23.926296296296297
2024-03-12 00:20:15,26.6238,26.633,27.1893,46.0601,46.1048,26.3317,26.6198,-1.09712,492.821,1733.0,0.0,24.444444444444446,23.930555555555557
2024-03-12 00:20:16,26.6235,26.6231,27.1807,46.0563,46.1015,26.339,26.6166,-1.42544,495.776,1730.37,0.0,24.444444444444446,23.934814814814814
2024-03-12 00:20:17,26.6117,26.6264,27.1835,46.0681,46.1081,26.3357,26.6231,-1.42544,493.806,1731.85,0.0,24.444444444444446,23.939074074074075
2024-03-12 00:20:18,26.6348,26.6264,27.1879,46.0785,46.1015,26.3424,26.6133,-0.768796,490.851,1731.68,0.0,24.444444444444446,23.94333333333333
2024-03-12 00:20:19,26.6305,26.6297,27.1861,46.0685,46.1015,26.3425,26.6166,-0.768796,494.791,1724.79,0.0,24.444444444444446,23.947592592592592
2024-03-12 00:20:20,26.6216,26.6297,27.1982,46.0681,46.1015,26.3409,26.6166,-1.09712,499.716,1730.86,0.0,24.444444444444446,23.951851851851853
2024-03-12 00:20:21,26.6342,26.6198,27.1864,46.0664,46.1015,26.3319,26.6166,-0.768796,494.791,1730.53,0.0,24.444444444444446,23.95611111111111
2024-03-12 00:20:22,26.6082,26.6231,27.1889,46.0604,46.1048,26.3356,26.6133,-1.09712,495.776,1735.46,0.0,24.444444444444446,23.96037037037037
2024-03-12 00:20:23,26.6178,26.6231,27.1973,46.0711,46.1081,26.3407,26.6166,-1.09712,502.67,1728.07,0.0,24.444444444444446,23.96462962962963
2024-03-12 00:20:24,26.6101,26.6231,27.1971,46.0719,46.1048,26.3538,26.6166,-1.09712,491.836,1728.4,0.0,24.444444444444446,23.968888888888888
2024-03-12 00:20:25,26.6006,26.6198,27.1965,46.0624,46.1048,26.3367,26.6133,-0.768796,491.836,1727.41,0.0,24.444444444444446,23.973148148148148
2024-03-12 00:20:26,26.6128,26.6264,27.1963,46.0684,46.1081,26.3439,26.6198,0.544495,487.896,1727.74,0.0,24.444444444444446,23.97740740740741
2024-03-12 00:20:27,26.6054,26.6231,27.1913,46.0639,46.1048,26.3434,26.6166,-1.09712,492.821,1728.73,0.0,24.444444444444446,23.981666666666666
2024-03-12 00:20:28,26.6074,26.6231,27.1854,46.0761,46.1048,26.3452,26.6198,-0.11215,488.881,1728.4,0.0,24.444444444444446,23.985925925925926
2024-03-12 00:20:29,26.6089,26.6264,27.1892,46.0606,46.1048,26.3536,26.6231,-0.11215,490.851,1728.73,0.0,24.444444444444446,23.990185185185187
2024-03-12 00:20:30,26.6177,26.6264,27.1931,46.0643,46.1048,26.3512,26.6133,-0.11215,493.806,1728.73,0.0,24.444444444444446,23.994444444444444
2024-03-12 00:20:31,26.6132,26.6264,27.1901,46.0688,46.0982,26.3532,26.61,-0.440473,492.821,1728.4,0.0,24.444444444444446,23.998703703703704
2024-03-12 00:20:32,26.6214,26.6231,27.1927,46.0725,46.0982,26.3524,26.6133,0.544495,486.911,1728.4,0.0,24.444444444444446,24.00296296296296
2024-03-12 00:20:33,26.6248,26.6198,27.208,46.0778,46.1081,26.3483,26.61,-1.42544,491.836,1727.25,0.0,24.444444444444446,24.00722222222222
2024-03-12 00:20:34,26.6312,26.6231,27.19,46.0765,46.1015,26.349,26.6166,-0.11215,495.776,1729.22,0.0,24.444444444444446,24.011481481481482
2024-03-12 00:20:35,26.6317,26.6198,27.194,46.0619,46.1048,26.3363,26.6133,0.216172,492.821,1727.91,0.0,24.444444444444446,24.01574074074074
2024-03-12 00:20:36,26.6429,26.6198,27.2033,46.0992,46.1048,26.3565,26.6166,0.216172,486.911,1727.41,0.0,24.444444444444446,24.02
2024-03-12 00:20:37,26.6503,26.6231,27.1998,46.074,46.1015,26.3547,26.6166,0.872818,491.836,1725.61,0.0,24.444444444444446,24.02425925925926
2024-03-12 00:20:38,26.6582,26.6198,27.2017,46.0864,46.1048,26.3509,26.6198,1.52946,498.731,1725.28,0.0,24.444444444444446,24.028518518518517
2024-03-12 00:20:39,26.6506,26.6231,27.2189,46.0901,46.1048,26.3608,26.6166,0.216172,494.791,1724.95,0.0,24.444444444444446,24.032777777777778
2024-03-12 00:20:40,26.6643,26.6231,27.219,46.0781,46.1015,26.3477,26.6198,-0.11215,489.866,1717.89,0.0,24.444444444444446,24.037037037037038
2024-03-12 00:20:41,26.651,26.6198,27.205,46.078,46.1048,26.3502,26.6166,0.544495,492.821,1725.77,0.0,24.444444444444446,24.041296296296295
2024-03-12 00:20:42,26.6724,26.6198,27.2152,46.0737,46.0982,26.3588,26.61,1.20114,497.746,1725.77,0.0,24.444444444444446,24.045555555555556
2024-03-12 00:20:43,26.6677,26.6198,27.2139,46.0733,46.1081,26.3487,26.6198,0.872818,488.881,1725.61,0.0,24.444444444444446,24.049814814814816
2024-03-12 00:20:44,26.6664,26.6231,27.2168,46.0709,46.1048,26.3606,26.6133,0.872818,486.911,1725.94,0.0,24.444444444444446,24.054074074074073
2024-03-12 00:20:45,26.6508,26.6231,27.2121,46.0798,46.1048,26.3605,26.6166,0.544495,494.791,1725.44,0.0,24.444444444444446,24.058333333333334
2024-03-12 00:20:46,26.6566,26.6231,27.219,46.0951,46.1048,26.3625,26.6198,0.872818,498.731,1725.94,0.0,24.444444444444446,24.062592592592594
2024-03-12 00:20:47,26.6631,26.6198,27.2302,46.0778,46.1081,26.3702,26.6166,-0.11215,491.836,1726.92,0.0,24.444444444444446,24.06685185185185
2024-03-12 00:20:48,26.6508,26.6264,27.2187,46.0784,46.1048,26.3765,26.6133,-0.11215,496.761,1729.55,0.0,24.444444444444446,24.07111111111111
2024-03-12 00:20:49,26.6418,26.6297,27.2154,46.0821,46.1081,26.3635,26.6166,0.216172,493.806,1726.92,0.0,24.444444444444446,24.07537037037037
2024-03-12 00:20:50,26.6417,26.6231,27.2235,46.0807,46.0982,26.3647,26.6166,-0.11215,483.956,1728.56,0.0,24.444444444444446,24.07962962962963
2024-03-12 00:20:51,26.6399,26.6231,27.224,46.1054,46.1081,26.3584,26.6166,-0.440473,489.866,1728.73,0.0,24.444444444444446,24.08388888888889
2024-03-12 00:20:52,26.6425,26.6264,27.2252,46.0909,46.1081,26.3633,26.6166,0.216172,493.806,1729.55,0.0,24.444444444444446,24.088148148148147
2024-03-12 00:20:53,26.6473,26.6198,27.2331,46.101,46.1081,26.3567,26.6133,0.216172,487.896,1729.55,0.0,24.444444444444446,24.092407407407407
2024-03-12 00:20:54,26.6432,26.6297,27.2371,46.0994,46.1048,26.3645,26.6166,-0.440473,494.791,1729.88,0.0,24.444444444444446,24.096666666666668
2024-03-12 00:20:55,26.6362,26.6198,27.2257,46.1011,46.1015,26.3669,26.6166,-1.42544,500.701,1729.22,0.0,24.444444444444446,24.100925925925925
2024-03-12 00:20:56,26.6612,26.6166,27.2359,46.0997,46.1081,26.3716,26.6198,-1.09712,493.806,1728.56,0.0,24.444444444444446,24.105185185185185
2024-03-12 00:20:57,26.6429,26.6231,27.2279,46.11,46.1048,26.3796,26.61,-0.440473,495.776,1728.4,0.0,24.444444444444446,24.109444444444446
2024-03-12 00:20:58,26.6443,26.6264,27.2288,46.1093,46.1081,26.3608,26.6166,-1.09712,495.776,1727.41,0.0,24.444444444444446,24.113703703703703
2024-03-12 00:20:59,26.6418,26.6231,27.2482,46.1115,46.1015,26.3637,26.6133,0.544495,494.791,1726.27,0.0,24.444444444444446,24.117962962962963
2024-03-12 00:21:00,26.6418,26.6166,27.2341,46.1147,46.1048,26.3779,26.6133,-1.42544,495.776,1726.43,0.0,24.444444444444446,24.122222222222224
2024-03-12 00:21:01,26.6441,26.6231,27.2323,46.1151,46.1048,26.3675,26.6198,-1.42544,498.731,1726.1,0.0,24.444444444444446,24.12648148148148
2024-03-12 00:21:02,26.6415,26.6264,27.2301,46.1115,46.1048,26.3807,26.6166,-0.768796,521.385,1726.92,0.0,24.444444444444446,24.13074074074074
2024-03-12 00:21:03,26.6335,26.6264,27.233,46.0978,46.1048,26.3811,26.6166,-0.768796,491.836,1727.41,0.0,24.444444444444446,24.135
2024-03-12 00:21:04,26.6261,26.6231,27.2384,46.1228,46.1081,26.3805,26.6166,-0.440473,494.791,1727.58,0.0,24.444444444444446,24.13925925925926
2024-03-12 00:21:05,26.6378,26.6264,27.2399,46.1241,46.0982,26.3705,26.6198,-2.08209,496.761,1727.74,0.0,24.444444444444446,24.14351851851852
2024-03-12 00:21:06,26.6292,26.6231,27.2406,46.1267,46.1081,26.3688,26.6166,-0.440473,499.716,1728.07,0.0,24.444444444444446,24.147777777777776
2024-03-12 00:21:07,26.6294,26.6166,27.2347,46.1268,46.1048,26.3754,26.61,-1.09712,490.851,1741.37,0.0,24.444444444444446,24.152037037037037
2024-03-12 00:21:08,26.625,26.6231,27.236,46.13,46.1048,26.3814,26.6133,-0.440473,495.776,1728.24,0.0,24.444444444444446,24.156296296296297
2024-03-12 00:21:09,26.6346,26.6231,27.2416,46.1225,46.1048,26.3729,26.61,-0.440473,492.821,1729.55,0.0,24.444444444444446,24.160555555555554
2024-03-12 00:21:10,26.6287,26.6231,27.2347,46.1342,46.1048,26.3767,26.6198,-0.440473,488.881,1730.37,0.0,24.444444444444446,24.164814814814815
2024-03-12 00:21:11,26.6249,26.6363,27.2413,46.1396,46.1015,26.3753,26.6198,-0.440473,493.806,1731.19,0.0,24.444444444444446,24.169074074074075
2024-03-12 00:21:12,26.6398,26.6231,27.2378,46.1367,46.1048,26.3756,26.6166,0.216172,496.761,1730.21,0.0,24.444444444444446,24.173333333333332
2024-03-12 00:21:13,26.6485,26.6264,27.2494,46.1327,46.1048,26.372,26.6166,-0.768796,490.851,1730.04,0.0,24.444444444444446,24.177592592592593
2024-03-12 00:21:14,26.6358,26.6198,27.246,46.1346,46.1081,26.3771,26.6166,0.872818,490.851,1729.88,0.0,24.444444444444446,24.181851851851853
2024-03-12 00:21:15,26.6316,26.6198,27.232,46.1419,46.1081,26.3673,26.6166,1.20114,494.791,1729.88,0.0,24.444444444444446,24.18611111111111
2024-03-12 00:21:16,26.6427,26.6231,27.2438,46.1409,46.1015,26.3769,26.61,0.216172,492.821,1729.88,0.0,24.444444444444446,24.19037037037037
2024-03-12 00:21:17,26.6407,26.6231,27.2514,46.1209,46.0982,26.3799,26.6133,0.544495,488.881,1728.4,0.0,24.444444444444446,24.19462962962963
2024-03-12 00:21:18,26.6335,26.6264,27.2483,46.1361,46.1081,26.383,26.6133,0.872818,490.851,1728.89,0.0,24.444444444444446,24.198888888888888
2024-03-12 00:21:19,26.6074,26.6198,27.2277,46.1193,46.1081,26.3787,26.6231,0.544495,491.836,1728.24,0.0,24.444444444444446,24.20314814814815
2024-03-12 00:21:20,26.623,26.6231,27.244,46.127,46.1081,26.3749,26.6133,0.544495,488.881,1727.91,0.0,24.444444444444446,24.20740740740741
2024-03-12 00:21:21,26.628,26.6198,27.2507,46.1311,46.1081,26.3818,26.6166,1.20114,492.821,1727.91,0.0,24.444444444444446,24.211666666666666
2024-03-12 00:21:22,26.6405,26.6264,27.2655,46.1233,46.1015,26.3776,26.61,0.872818,490.851,1728.24,0.0,24.444444444444446,24.215925925925927
2024-03-12 00:21:23,26.6425,26.6264,27.2473,46.1139,46.1015,26.3792,26.6166,2.18611,493.806,1726.27,0.0,24.444444444444446,24.220185185185183
2024-03-12 00:21:24,26.6339,26.6231,27.2517,46.1268,46.1015,26.3871,26.6166,0.216172,496.761,1729.22,0.0,24.444444444444446,24.224444444444444
2024-03-12 00:21:25,26.6298,26.6264,27.2557,46.109,46.1048,26.3901,26.6166,-0.11215,491.836,1728.56,0.0,24.444444444444446,24.228703703703705
2024-03-12 00:21:26,26.6337,26.6231,27.2521,46.1174,46.1114,26.3729,26.61,0.544495,497.746,1727.58,0.0,24.444444444444446,24.23296296296296
2024-03-12 00:21:27,26.6507,26.6231,27.2477,46.1216,46.1015,26.3761,26.6166,-0.11215,489.866,1727.58,0.0,24.444444444444446,24.237222222222222
2024-03-12 00:21:28,26.6407,26.6264,27.2617,46.1215,46.1081,26.3752,26.6198,0.216172,489.866,1727.58,0.0,24.444444444444446,24.241481481481483
2024-03-12 00:21:29,26.6509,26.6264,27.2586,46.1183,46.1114,26.3786,26.6133,-0.440473,493.806,1727.74,0.0,24.444444444444446,24.24574074074074
2024-03-12 00:21:30,26.6327,26.6264,27.245,46.1074,46.1081,26.3805,26.6198,-0.11215,487.896,1727.41,0.0,24.444444444444446,24.25
2024-03-12 00:21:31,26.6392,26.6198,27.2479,46.1112,46.1081,26.3827,26.6166,-1.09712,494.791,1735.13,0.0,24.444444444444446,24.25425925925926
2024-03-12 00:21:32,26.6468,26.6264,27.2508,46.1167,46.1048,26.3914,26.6166,-0.768796,496.761,1727.09,0.0,24.444444444444446,24.258518518518517
2024-03-12 00:21:33,26.6527,26.6198,27.2571,46.1159,46.1081,26.3705,26.6231,-0.11215,495.776,1728.56,0.0,24.444444444444446,24.262777777777778
2024-03-12 00:21:34,26.6577,26.6198,27.2501,46.1158,46.1081,26.388,26.6166,-1.42544,500.701,1728.24,0.0,24.444444444444446,24.26703703703704
2024-03-12 00:21:35,26.6595,26.6133,27.2593,46.1023,46.1015,26.3891,26.6133,-1.75376,499.716,1728.07,0.0,24.444444444444446,24.271296296296295
2024-03-12 00:21:36,26.6642,26.6231,27.2621,46.1077,46.1015,26.3837,26.6264,-0.768796,501.685,1726.92,0.0,24.444444444444446,24.275555555555556
2024-03-12 00:21:37,26.6653,26.6231,27.26,46.1049,46.1081,26.394,26.6198,-1.42544,499.716,1733.32,0.0,24.444444444444446,24.279814814814817
2024-03-12 00:21:38,26.6555,26.6198,27.2644,46.1079,46.1048,26.3927,26.6133,-1.42544,497.746,1724.79,0.0,24.444444444444446,24.284074074074073
2024-03-12 00:21:39,26.6599,26.6231,27.2594,46.0947,46.1081,26.3942,26.6198,-2.08209,499.716,1724.3,0.0,24.444444444444446,24.288333333333334
2024-03-12 00:21:40,26.6501,26.6198,27.2674,46.1094,46.1048,26.3985,26.6133,-1.09712,497.746,1724.3,0.0,24.444444444444446,24.29259259259259
2024-03-12 00:21:41,26.6571,26.6231,27.2582,46.1066,46.1048,26.3999,26.6133,-0.11215,490.851,1722.98,0.0,24.444444444444446,24.29685185185185
2024-03-12 00:21:42,26.6515,26.6231,27.2701,46.0925,46.1048,26.3968,26.6198,-0.440473,514.49,1722.65,0.0,24.444444444444446,24.301111111111112
2024-03-12 00:21:43,26.6501,26.6231,27.266,46.0962,46.1048,26.4034,26.6133,-0.440473,495.776,1721.67,0.0,24.444444444444446,24.30537037037037
2024-03-12 00:21:44,26.645,26.6231,27.2493,46.1137,46.1048,26.3956,26.6166,-0.11215,488.881,1721.18,0.0,24.444444444444446,24.30962962962963
2024-03-12 00:21:45,26.6531,26.6166,27.2651,46.1007,46.1114,26.4083,26.6166,0.216172,492.821,1720.85,0.0,24.444444444444446,24.31388888888889
2024-03-12 00:21:46,26.6506,26.6264,27.2638,46.1007,46.1048,26.3992,26.6231,0.544495,493.806,1722.65,0.0,24.444444444444446,24.318148148148147
2024-03-12 00:21:47,26.6464,26.6264,27.2623,46.1128,46.1081,26.3955,26.6166,0.872818,493.806,1723.47,0.0,24.444444444444446,24.322407407407407
2024-03-12 00:21:48,26.6678,26.6198,27.262,46.108,46.1081,26.4011,26.6198,0.544495,497.746,1722.82,0.0,24.444444444444446,24.326666666666668
2024-03-12 00:21:49,26.6656,26.6231,27.2686,46.1191,46.1015,26.3999,26.6166,1.20114,490.851,1722.16,0.0,24.444444444444446,24.330925925925925
2024-03-12 00:21:50,26.6506,26.6231,27.2626,46.0988,46.1048,26.3946,26.6198,0.544495,488.881,1722.82,0.0,24.444444444444446,24.335185185185185
2024-03-12 00:21:51,26.6424,26.6231,27.2712,46.1008,46.1048,26.3979,26.6198,1.20114,495.776,1724.95,0.0,24.444444444444446,24.339444444444446
2024-03-12 00:21:52,26.6506,26.6231,27.2617,46.0859,46.1048,26.4036,26.6133,0.216172,496.761,1723.31,0.0,24.444444444444446,24.343703703703703
2024-03-12 00:21:53,26.6545,26.6198,27.2654,46.1072,46.1048,26.4035,26.6166,0.216172,492.821,1723.31,0.0,24.444444444444446,24.347962962962963
2024-03-12 00:21:54,26.6443,26.6264,27.2711,46.0928,46.1114,26.4111,26.6166,-0.440473,498.731,1722.98,0.0,24.444444444444446,24.352222222222224
2024-03-12 00:21:55,26.6432,26.6231,27.2742,46.0914,46.1015,26.4147,26.6198,0.216172,497.746,1722.49,0.0,24.444444444444446,24.35648148148148
2024-03-12 00:21:56,26.6488,26.6231,27.27,46.0912,46.1114,26.3998,26.6133,0.872818,489.866,1722.0,0.0,24.444444444444446,24.36074074074074
2024-03-12 00:21:57,26.6675,26.6297,27.272,46.0979,46.1081,26.3932,26.6166,0.216172,490.851,1724.62,0.0,24.444444444444446,24.365
2024-03-12 00:21:58,26.6574,26.6198,27.2792,46.1005,46.0949,26.4047,26.6198,0.544495,499.716,1722.65,0.0,24.444444444444446,24.36925925925926
2024-03-12 00:21:59,26.6581,26.6264,27.2667,46.0994,46.1081,26.4,26.6198,-0.11215,492.821,1723.47,0.0,24.444444444444446,24.37351851851852
2024-03-12 00:22:00,26.6626,26.6231,27.2774,46.095,46.1081,26.4084,26.6133,0.216172,486.911,1723.97,0.0,24.444444444444446,24.377777777777776
2024-03-12 00:22:01,26.666,26.6658,27.2662,46.0868,46.1015,26.4079,26.6198,0.216172,485.926,1723.31,0.0,24.444444444444446,24.382037037037037
2024-03-12 00:22:02,26.6694,26.6231,27.2789,46.0777,46.1048,26.4047,26.6198,-0.440473,496.761,1723.64,0.0,24.444444444444446,24.386296296296297
2024-03-12 00:22:03,26.661,26.6264,27.2712,46.0919,46.1114,26.408,26.6166,-1.09712,496.761,1723.31,0.0,24.444444444444446,24.390555555555554
